M_eV,omega_s,delta_phi_rad
1.0,7757545129612397.0,5.10610896050224
1.0,7938699688838207.0,5.225347057431618
1.0,8124084577862974.0,5.347369608016299
1.0,8313798583547334.0,5.472241634949139
1.0,8507942799627444.0,5.6000296793360445
1.0,8706620680585118.0,5.73080183615394
1.0,8909938096776098.0,5.864627790536857
1.0,9118003390845700.0,6.001578854909384
1.0,9330927435461682.0,6.141728006987132
1.0,9548823692395676.0,6.285149928664842
1.0,9771808272983908.0,6.431921045812348
1.0,1e+16,6.5821195690000005
